AdminName,GeoRegion,GeoSubreg,IncomeGrp,LendCat,VarDesc,UrbanPop,RuralPop,TotalPop,UrbanLA,RuralLA,TotalLA
Burkina Faso,Africa,Western Africa,Low income,IDA,Elevation between 200 and 400 meters,810219.426115,6882945.86412,7693165.29024,1442.61270706,260554.094753,261996.70746
Burundi,Africa,Eastern Africa,Low income,IDA,Elevation between 800 and 1500 meters,4271.54130936,26338.2165349,30609.7578443,320.836743772,8881.25943072,9202.0961745
South Sudan,Africa,Eastern Africa,Low income,IDA,Elevation between 800 and 1500 meters,1714.56023788,488948.938716,490663.498954,65.2426789403,33046.1733749,33111.4160538
Gambia,Africa,Western Africa,Low income,IDA,Elevation under 5 meters,21960.7256372,173866.665864,195827.391502,15.8089047718,1947.94289078,1963.75179555
Guinea-Bissau,Africa,Western Africa,Low income,IDA,Elevation under 5 meters,363.148852155,5212.44212208,5575.59097423,14.761969775,5092.70553252,5107.46750229
Mozambique,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,4626.13936261,139238.662249,143864.801612,486.764048994,228988.391099,229475.155148
Syrian Arab Republic,Asia,Western Asia,Low income,IDA,Elevation between 1500 and 3000 meters,1836.11481857,159228.214783,161064.329601,18.5762415528,1761.85529047,1780.43153203
Tajikistan,Asia,Central Asia,Low income,IDA,Elevation between 1500 and 3000 meters,13626.5824883,965652.517851,979279.10034,125.64094317,27545.089829,27670.7307722
Somalia,Africa,Eastern Africa,Low income,IDA,Elevation between 800 and 1500 meters,336.732753545,140036.106512,140372.839265,100.936011553,95010.537034,95111.4730455
Somalia,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,7.30963082612,6600.66800645,6607.97763728,7.62053585052,8932.74806005,8940.3685959
Gambia,Africa,Western Africa,Low income,IDA,Elevation between 5 and 10 meters,1781.68071741,4408.05559084,6189.73630825,35.14912186,1249.41274431,1284.56186617
Liberia,Africa,Western Africa,Low income,IDA,Elevation between 5 and 10 meters,9481.09443098,2762.84653296,12243.9409639,173.033657402,1692.62554511,1865.65920251
Democratic Republic of the Congo,Africa,Middle Africa,Low income,IDA,Elevation between 100 and 200 meters,505.370850814,5357.45437411,5862.82522492,76.8693577412,3939.42386599,4016.29322373
Somalia,Africa,Eastern Africa,Low income,IDA,Elevation between 25 and 50 meters,2150.95265654,18056.6090667,20207.5617232,117.121848702,37009.1949392,37126.3167879
Haiti,Americas,Caribbean,Low income,IDA,Elevation between 5 and 10 meters,15393.0821572,12814.3313552,28207.4135124,83.7909912985,492.260817504,576.051808802
United Republic of Tanzania,Africa,Eastern Africa,Low income,IDA,Elevation between 800 and 1500 meters,25121.288211,279737.790651,304859.078862,2638.71054243,517893.431142,520532.141684
Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,Not classified,Elevation between 10 and 25 meters,27442.4098163,70108.399111,97550.8089273,565.845149746,4141.60773394,4707.45288368
Liberia,Africa,Western Africa,Low income,IDA,Elevation between 200 and 400 meters,10743.772068,1155321.91043,1166065.6825,141.001445949,37288.6173109,37429.6187569
Sierra Leone,Africa,Western Africa,Low income,IDA,Elevation between 100 and 200 meters,6576.1230278,14293.831188,20869.9542158,127.863067865,10477.0461675,10604.9092354
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 5 and 10 meters,3637.34693633,24196.4255495,27833.7724858,147.883493252,11308.0816193,11455.9651126
Democratic Republic of the Congo,Africa,Middle Africa,Low income,IDA,Elevation between 50 and 100 meters,4600.51506662,31023.4471831,35623.9622498,11.7351686358,1613.19355629,1624.92872493
Somalia,Africa,Eastern Africa,Low income,IDA,Elevation under 5 meters,227.560522607,438.101385141,665.661907747,15.6940109227,1101.54923914,1117.24325006
Mali,Africa,Western Africa,Low income,IDA,Elevation between 100 and 200 meters,755.642271042,273355.79199,274111.434261,38.7161084712,29211.7998278,29250.5159363
Somalia,Africa,Eastern Africa,Low income,IDA,Elevation between 25 and 50 meters,17300.5778869,145232.41209,162532.989977,117.121848702,37009.1949392,37126.3167879
Gambia,Africa,Western Africa,Low income,IDA,Elevation between 5 and 10 meters,28529.3914719,74902.7577363,103432.149208,35.14912186,1249.41274431,1284.56186617
Mozambique,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,9.72206142545,432.963187959,442.685249384,11.6280553937,1183.77065808,1195.39871347
Mali,Africa,Western Africa,Low income,IDA,Elevation between 100 and 200 meters,17.5070707425,6037.98688271,6055.49395345,38.7161084712,29211.7998278,29250.5159363
Ethiopia,Africa,Eastern Africa,Low income,IDA,Elevation between 3000 and 5000 meters,536.335010052,92017.9965191,92554.3315291,75.3164024353,15548.4934766,15623.8098791
Guinea-Bissau,Africa,Western Africa,Low income,IDA,Elevation under 5 meters,1406.28541513,11283.682905,12689.9683201,14.761969775,5092.70553252,5107.46750229
Gambia,Africa,Western Africa,Low income,IDA,Elevation between 10 and 25 meters,31076.3681039,36444.3321412,67520.7002451,238.677561992,3013.04385037,3251.72141236
Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,Not classified,Elevation between 400 and 800 meters,16889.0841389,3155599.88776,3172488.9719,134.169524968,27755.9633436,27890.1328686
Rwanda,Africa,Eastern Africa,Low income,IDA,Elevation between 800 and 1500 meters,43117.1980162,176134.984547,219252.182563,498.790676216,7854.26862603,8353.05930225
Gambia,Africa,Western Africa,Low income,IDA,Elevation between 25 and 50 meters,196.177553549,1796.92523747,1993.10279102,50.2387555838,3831.43257129,3881.67132688
Sierra Leone,Africa,Western Africa,Low income,IDA,Elevation between 200 and 400 meters,147654.54629,834349.86587,982004.412161,113.782391459,14151.5365041,14265.3188955
Gambia,Africa,Western Africa,Low income,IDA,Elevation under 5 meters,2857.72362292,21347.9007693,24205.6243922,15.8089047718,1947.94289078,1963.75179555
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 200 and 400 meters,127.504440449,72744.9278553,72872.4322958,83.0363334417,103872.315849,103955.352183
Malawi,Africa,Eastern Africa,Low income,IDA,Elevation between 200 and 400 meters,23.5950381756,5576.6009508,5600.19598898,4.12929368019,3057.03747463,3061.16676831
Democratic Republic of the Congo,Africa,Middle Africa,Low income,IDA,Elevation between 100 and 200 meters,30020.5602361,318227.875361,348248.435597,76.8693577412,3939.42386599,4016.29322373
Liberia,Africa,Western Africa,Low income,IDA,Elevation between 400 and 800 meters,928.050385833,76466.3335122,77394.3838981,69.023652494,10551.2654621,10620.2891146
Syrian Arab Republic,Asia,Western Asia,Low income,IDA,Elevation between 1500 and 3000 meters,34.5706223845,2933.73877598,2968.30939837,18.5762415528,1761.85529047,1780.43153203
Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,Not classified,Elevation between 25 and 50 meters,17484.1061135,90834.9778418,108319.083955,437.312640334,5306.27728542,5743.58992576
Nepal,Asia,Southern Asia,Low income,IDA,Elevation between 400 and 800 meters,164274.591768,2354680.647,2518955.23877,244.165795207,14780.8574762,15025.0232714
Somalia,Africa,Eastern Africa,Low income,IDA,Elevation between 50 and 100 meters,23498.0737933,175972.707485,199470.781279,324.103925688,58426.0699967,58750.1739224
Tajikistan,Asia,Central Asia,Low income,IDA,Elevation between 200 and 400 meters,11200.6615022,14210.0009846,25410.6624868,795.022009639,3487.53140658,4282.55341622
Syrian Arab Republic,Asia,Western Asia,Low income,IDA,Elevation between 200 and 400 meters,34562.1643637,202053.705185,236615.869549,1551.31656777,68876.6443377,70427.9609055
Togo,Africa,Western Africa,Low income,IDA,Elevation between 200 and 400 meters,1201.7632522,58985.0956848,60186.858937,226.1287992,23464.01419,23690.1429892
United Republic of Tanzania,Africa,Eastern Africa,Low income,IDA,Elevation between 50 and 100 meters,288984.053764,175027.840642,464011.894406,375.127703369,15990.275053,16365.4027563
Democratic Republic of the Congo,Africa,Middle Africa,Low income,IDA,Elevation between 1500 and 3000 meters,4296.40708729,48976.5344862,53272.9415735,522.315661877,67058.0851555,67580.4008174
Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,Not classified,Elevation between 1500 and 3000 meters,258.20403862,318566.783802,318824.987841,3.89686149359,8157.56862938,8161.46549088
Malawi,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,12416.3631439,152912.977527,165329.340671,10.8365421891,6597.08456135,6607.92110354
South Sudan,Africa,Eastern Africa,Low income,IDA,Elevation between 200 and 400 meters,1723.84480631,457212.921874,458936.766681,133.817774057,107712.423285,107846.241059
Somalia,Africa,Eastern Africa,Low income,IDA,Elevation between 25 and 50 meters,45388.0510998,381019.585047,426407.636147,117.121848702,37009.1949392,37126.3167879
Malawi,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,2196.50738897,72372.2014046,74568.7087936,167.315953783,29205.6823566,29372.9983104
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,403.86513181,38208.2527676,38612.1178994,155.031127959,135483.092343,135638.123471
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 50 and 100 meters,21780.0715399,2002553.26419,2024333.33573,82.0174815704,44196.4551216,44278.4726032
Malawi,Africa,Eastern Africa,Low income,IDA,Elevation between 50 and 100 meters,37411.3952332,341778.924,379190.319234,19.8018242121,1651.82587788,1671.62770209
Democratic Republic of the Congo,Africa,Middle Africa,Low income,IDA,Elevation between 100 and 200 meters,372.17365426,3942.96497694,4315.1386312,76.8693577412,3939.42386599,4016.29322373
Sierra Leone,Africa,Western Africa,Low income,IDA,Elevation under 5 meters,431.854000611,4281.7684033,4713.62240391,13.4444797658,3497.85671477,3511.30119453
Syrian Arab Republic,Asia,Western Asia,Low income,IDA,Elevation between 1500 and 3000 meters,62.7480465174,5325.31709963,5388.06514615,18.5762415528,1761.85529047,1780.43153203
Tajikistan,Asia,Central Asia,Low income,IDA,Elevation between 1500 and 3000 meters,417.617542274,30547.4545672,30965.0721095,125.64094317,27545.089829,27670.7307722
Somalia,Africa,Eastern Africa,Low income,IDA,Elevation between 100 and 200 meters,500.040991232,80768.0204375,81268.0614288,386.425739229,106575.331536,106961.757275
Eritrea,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,1058.06828946,45451.8582251,46509.9265145,121.252482057,16918.4903905,17039.7428725
Ethiopia,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,205979.583134,1449136.44789,1655116.03102,4705.69942802,364497.874955,369203.574383
Democratic Republic of the Congo,Africa,Middle Africa,Low income,IDA,Elevation between 400 and 800 meters,102758.447807,968121.693546,1070880.14135,2703.64419953,1228977.77708,1231681.42128
Haiti,Americas,Caribbean,Low income,IDA,Elevation between 5 and 10 meters,193900.650457,163012.148567,356912.799023,83.7909912985,492.260817504,576.051808802
Sierra Leone,Africa,Western Africa,Low income,IDA,Elevation between 50 and 100 meters,161649.073262,466273.124254,627922.197516,196.356132875,17288.7098536,17485.0659865
Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,Not classified,Elevation between 1500 and 3000 meters,11.0344008207,13695.3810679,13706.4154687,3.89686149359,8157.56862938,8161.46549088
Guinea-Bissau,Africa,Western Africa,Low income,IDA,Elevation between 25 and 50 meters,84898.8425236,382308.039275,467206.881798,45.3810417056,8212.43576739,8257.81680909
Guinea,Africa,Western Africa,Low income,IDA,Elevation between 25 and 50 meters,2387.50415237,2795.81245536,5183.31660773,76.2653526063,3999.08839372,4075.35374633
Guinea,Africa,Western Africa,Low income,IDA,Elevation between 200 and 400 meters,1972.06918396,123561.490023,125533.559207,219.216823936,52146.2374173,52365.4542412
Afghanistan,Asia,Southern Asia,Low income,IDA,Elevation between 200 and 400 meters,592559.225304,1381520.46438,1974079.68968,845.354806334,21971.780922,22817.1357283
Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,Not classified,Elevation between 10 and 25 meters,52772.2777704,132260.435279,185032.713049,565.845149746,4141.60773394,4707.45288368
Eritrea,Africa,Eastern Africa,Low income,IDA,Elevation between 800 and 1500 meters,8.33037543297,6797.38782335,6805.71819878,38.100399971,30261.1278819,30299.2282819
Ethiopia,Africa,Eastern Africa,Low income,IDA,Elevation between 800 and 1500 meters,2177.2125273,228061.185733,230238.39826,759.934972405,377805.172133,378565.107105
Somalia,Africa,Eastern Africa,Low income,IDA,Elevation between 10 and 25 meters,3014.09466102,25207.1451501,28221.2398111,84.545551854,21653.7294088,21738.2749607
Benin,Africa,Western Africa,Low income,IDA,Elevation between 100 and 200 meters,129676.664366,1247671.85425,1377348.51861,457.632659853,18677.239058,19134.8717178
Yemen,Asia,Western Asia,Low income,IDA,Elevation between 400 and 800 meters,916.842582926,131219.423782,132136.266365,113.775548756,117009.840569,117123.616118
Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,Not classified,Elevation between 400 and 800 meters,1319.43755472,250702.946689,252022.384244,134.169524968,27755.9633436,27890.1328686
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 50 and 100 meters,781.306061593,72643.6304852,73424.9365467,82.0174815704,44196.4551216,44278.4726032
Mali,Africa,Western Africa,Low income,IDA,Elevation between 25 and 50 meters,1201.24430595,2023.4157228,3224.66002875,43.662771374,2424.40901075,2468.07178213
Sierra Leone,Africa,Western Africa,Low income,IDA,Elevation between 100 and 200 meters,19808.0426863,37063.3789054,56871.4215918,127.863067865,10477.0461675,10604.9092354
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,75266.1867466,1779097.86824,1854364.05499,103.698975861,19573.6254361,19677.3244119
Malawi,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,14391.1528625,191424.187449,205815.340312,10.8365421891,6597.08456135,6607.92110354
Syrian Arab Republic,Asia,Western Asia,Low income,IDA,Elevation between 1500 and 3000 meters,124.621875286,10841.8686596,10966.4905349,18.5762415528,1761.85529047,1780.43153203
Democratic Republic of the Congo,Africa,Middle Africa,Low income,IDA,Elevation between 25 and 50 meters,1005.10838223,3283.69451698,4288.8028992,29.444111973,681.266517373,710.710629346
Burundi,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,7663.72065918,6146.68379361,13810.4044528,65.5645917216,294.197708993,359.762300715
Chad,Africa,Middle Africa,Low income,IDA,Elevation between 200 and 400 meters,68750.7321498,1197006.16288,1265756.89503,693.151756495,563710.37141,564403.523167
Guinea,Africa,Western Africa,Low income,IDA,Elevation between 25 and 50 meters,138657.579267,156025.17199,294682.751257,76.2653526063,3999.08839372,4075.35374633
Sierra Leone,Africa,Western Africa,Low income,IDA,Elevation between 200 and 400 meters,42400.9691381,220528.837676,262929.806815,113.782391459,14151.5365041,14265.3188955
Gambia,Africa,Western Africa,Low income,IDA,Elevation between 25 and 50 meters,4663.62111139,41102.5676513,45766.1887627,50.2387555838,3831.43257129,3881.67132688
Yemen,Asia,Western Asia,Low income,IDA,Elevation between 400 and 800 meters,947.04994962,133127.604577,134074.654527,113.775548756,117009.840569,117123.616118
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 50 and 100 meters,1288.84986066,119833.61956,121122.469421,82.0174815704,44196.4551216,44278.4726032
Malawi,Africa,Eastern Africa,Low income,IDA,Elevation between 50 and 100 meters,3348.70220089,24306.9450031,27655.647204,19.8018242121,1651.82587788,1671.62770209
Guinea,Africa,Western Africa,Low income,IDA,Elevation between 5 and 10 meters,4126.53140426,5445.93153264,9572.46293689,53.8448270634,1677.69175808,1731.53658514
Syrian Arab Republic,Asia,Western Asia,Low income,IDA,Elevation between 800 and 1500 meters,22943.4647486,55064.3134196,78007.7781681,489.449036896,17554.5769803,18044.0260172
Tajikistan,Asia,Central Asia,Low income,IDA,Elevation between 800 and 1500 meters,26429.0345851,79966.3005915,106395.335177,985.045859396,15082.1231673,16067.1690267
Togo,Africa,Western Africa,Low income,IDA,Elevation between 800 and 1500 meters,3.85364961624,890.168141127,894.021790743,0.853621900082,209.944657266,210.798279166
Tajikistan,Asia,Central Asia,Low income,IDA,Elevation between 400 and 800 meters,573013.5415,1127621.52782,1700635.06932,1843.12988266,12999.1277385,14842.2576212
Syrian Arab Republic,Asia,Western Asia,Low income,IDA,Elevation between 400 and 800 meters,2462422.78248,4044315.55605,6506738.33853,2394.00711142,86972.1505159,89366.1576274
Togo,Africa,Western Africa,Low income,IDA,Elevation between 400 and 800 meters,1771.56474209,275358.961755,277130.526497,50.1673119068,8611.67874917,8661.84606108
